Census_year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading_name,Business_address,Number of patrons,Longitude,Latitude,Location
2005,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hush Bar @ Melbourne Central,"Shop 307, Level 3, 300-265 La Trobe Street MELBOURNE 3000",200,144.96146,-37.81215,"-37.81215, 144.96146"
2005,105,109317,109317,427-433 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,486,144.96161,-37.8101,"-37.8101, 144.96161"
2005,115,103293,103293,502-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Stork Hotel,502-504 Elizabeth Street MELBOURNE 3000,180,144.95895,-37.80882,"-37.80882, 144.95895"
2005,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Mac's Hotel,34-38 Franklin Street MELBOURNE 3000,125,144.96031,-37.80916,"-37.80916, 144.96031"
2005,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,298 Lygon Street CARLTON 3053,60,144.96606,-37.80162,"-37.80162, 144.96606"
2005,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,"Ground , 200 Lygon Street CARLTON 3053",200,144.96578,-37.80419,"-37.80419, 144.96578"
2005,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,Bar Centrale,"Ground , 160-162 Lygon Street CARLTON 3053",300,144.96545,-37.80508,"-37.80508, 144.96545"
2005,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,University House,"Building 112, Gnd & Flr1 , 156-292 Grattan Street PARKVILLE 3010",611,144.95991,-37.79839,"-37.79839, 144.95991"
2005,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,INU Bar & Restuarant,"Part Level 3, 156-292 Grattan Street PARKVILLE 3010",200,144.95991,-37.79839,"-37.79839, 144.95991"
2005,327,102352,102352,171-173 Curzon Street NORTH MELBOURNE 3051,North Melbourne,Albion Hotel,171-173 Curzon Street NORTH MELBOURNE 3051,150,144.94724,-37.80054,"-37.80054, 144.94724"
2005,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,220,144.94748,-37.80576,"-37.80576, 144.94748"
2005,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,The Leveson,46-50 Leveson Street NORTH MELBOURNE 3051,400,144.95014,-37.80534,"-37.80534, 144.95014"
2005,358,109829,109829,312-316 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Victoria Hotel,312-316 Victoria Street NORTH MELBOURNE 3051,130,144.95439,-37.80727,"-37.80727, 144.95439"
2005,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,150,144.95681,-37.80755,"-37.80755, 144.95681"
2005,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Public Bar Hotel,238 Victoria Street MELBOURNE 3000,180,144.95727,-37.80757,"-37.80757, 144.95727"
2005,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,Court House Hotel,86-90 Errol Street NORTH MELBOURNE 3051,50,144.94864,-37.80452,"-37.80452, 144.94864"
2005,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Redback Brewery Hotel,75 Flemington Road NORTH MELBOURNE 3051,650,144.95203,-37.80059,"-37.80059, 144.95203"
2005,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Hilton,178-226 Wellington Parade EAST MELBOURNE 3002,200,144.98218,-37.81746,"-37.81746, 144.98218"
2005,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part  Brunton Avenue JOLIMONT 3002,2545,144.98184,-37.82164,"-37.82164, 144.98184"
2005,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Royce On St Kilda Road,375-385 St Kilda Road MELBOURNE 3004,120,144.97422,-37.83673,"-37.83673, 144.97422"
2005,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Saturne,"Shop 12, Ground , 3 Southgate Avenue SOUTHBANK 3006",100,144.96499,-37.82234,"-37.82234, 144.96499"
2006,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Clocks At Flinders Street Station,"Shop 17,  Flinders Street MELBOURNE 3000",300,144.96451,-37.82033,"-37.82033, 144.96451"
2006,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),All Nations Bar,8 Flinders Street MELBOURNE 3000,100,144.95402,-37.82235,"-37.82235, 144.95402"
2006,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,324,144.95583,-37.8218,"-37.8218, 144.95583"
2006,12,105399,105399,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Fourth Watch,"Level 1, 26-32 King Street MELBOURNE 3000",222,144.95615,-37.82117,"-37.82117, 144.95615"
2006,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hosies Tavern,288 Elizabeth Street MELBOURNE 3000,160,144.96329,-37.81969,"-37.81969, 144.96329"
2006,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint,"Unit 6, Floor 1, 35 Elizabeth Street MELBOURNE 3000",329,144.96302,-37.81906,"-37.81906, 144.96302"
2006,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,180,144.96172,-37.81946,"-37.81946, 144.96172"
2006,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),De Biers,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.96398,-37.81888,"-37.81888, 144.96398"
2006,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.96706,-37.818,"-37.818, 144.96706"
2006,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",110,144.96725,-37.81824,"-37.81824, 144.96725"
2006,21,108967,108967,66-70 Spencer Street MELBOURNE 3000,Melbourne (CBD),The Batman's Hill Hotel,66-70 Spencer Street MELBOURNE 3000,1500,144.95343,-37.82106,"-37.82106, 144.95343"
2006,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,"Basement , 415 Collins Street MELBOURNE 3000",70,144.95955,-37.81911,"-37.81911, 144.95955"
2006,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Red Rhythm,"Mezzanine 0, 12B-0 Flinders Lane MELBOURNE 3000",30,144.96428,-37.81824,"-37.81824, 144.96428"
2006,33,108065,108065,93-95 Queen Street MELBOURNE 3000,Melbourne (CBD),Basemint Louge Bar,"Basement , 95-95 Queen Street MELBOURNE 3000",167,144.95966,-37.81802,"-37.81802, 144.95966"
2006,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),Hi Fi Bar & Ballroom,"Basement , 125 Swanston Street MELBOURNE 3000",800,144.96449,-37.81637,"-37.81637, 144.96449"
2006,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),The Exchange Hotel,"Ground , 120 King Street MELBOURNE 3000",1240,144.95509,-37.81867,"-37.81867, 144.95509"
2006,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CQ Bar,"Part Mezzanine 0, 123-0 Queen Street MELBOURNE 3000",100,144.95932,-37.81745,"-37.81745, 144.95932"
2006,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Club F4,"Floor 2, 318-322 Little Collins Street MELBOURNE 3000",380,144.96269,-37.81652,"-37.81652, 144.96269"
2006,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Asuka Restaurant,"Floor 2, 59-63 Bourke Street MELBOURNE 3000",150,144.97024,-37.81374,"-37.81374, 144.97024"
2006,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Bridie O'Reillys,62-66 Little Collins Street MELBOURNE 3000,285,144.97013,-37.81445,"-37.81445, 144.97013"
2006,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),Hard Rock Cafe,1 Spring Street MELBOURNE 3000,500,144.97161,-37.81363,"-37.81363, 144.97161"
2006,54,105852,105852,401-405 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),The Apartment Restaurant Club Lounge,"LwrGround , 405 Little Bourke Street MELBOURNE 3000",250,144.95972,-37.81567,"-37.81567, 144.95972"
2006,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Juliet's Champagne Bar,338-352 Bourke Street MELBOURNE 3000,60,144.96197,-37.81524,"-37.81524, 144.96197"
2006,57,101217,101217,124-128 Bourke Street MELBOURNE 3000,Melbourne (CBD),Welcome Stranger,"Ground , 124-128 Bourke Street MELBOURNE 3000",350,144.96795,-37.81371,"-37.81371, 144.96795"
2006,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),Imperial Hotel,2-8 Bourke Street MELBOURNE 3000,300,144.97136,-37.81284,"-37.81284, 144.97136"
2006,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),CBD Cafe Bar,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",190,144.96932,-37.81287,"-37.81287, 144.96932"
2006,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar,21 Liverpool Street MELBOURNE 3000,50,144.96995,-37.81282,"-37.81282, 144.96995"
2006,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cheers On Little Bourke Street,19 Little Bourke Street MELBOURNE 3000,350,144.97067,-37.81238,"-37.81238, 144.97067"
2006,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE 3000,675,144.95318,-37.81654,"-37.81654, 144.95318"
2006,61,105858,105858,590-592 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Tunnel Nightclub,590-592 Little Bourke Street MELBOURNE 3000,700,144.95338,-37.81698,"-37.81698, 144.95338"
2006,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),Great Western Hotel,204-208 King Street MELBOURNE 3000,390,144.95417,-37.81685,"-37.81685, 144.95417"
2006,64,104376,104376,14-20 Goldie Place MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 Goldie Place MELBOURNE 3000,200,144.95942,-37.81492,"-37.81492, 144.95942"
2006,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Enka Karaoke Bar,"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.96592,-37.8132,"-37.8132, 144.96592"
2006,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cookie,"Unit , Level 1, 252 Swanston Street MELBOURNE 3000",300,144.96396,-37.81363,"-37.81363, 144.96396"
2006,66,109436,109436,27-29 Tattersalls Lane MELBOURNE 3000,Melbourne (CBD),Section 8 Container Bar,27-29 Tattersalls Lane MELBOURNE 3000,100,144.96407,-37.8134,"-37.8134, 144.96407"
2006,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Mai Tai Restaurant,234A Russell Street MELBOURNE 3000,170,144.96633,-37.81262,"-37.81262, 144.96633"
2006,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Three Degrees,1-7 Little Lonsdale Street MELBOURNE 3000,457,144.96441,-37.81232,"-37.81232, 144.96441"
2006,77,108572,108572,272 Russell Street MELBOURNE 3000,Melbourne (CBD),Tilt,272 Russell Street MELBOURNE 3000,130,144.96582,-37.81171,"-37.81171, 144.96582"
2006,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Melbourne Central Lion Heart,"Shop 303, Level 3, 300-265 La Trobe Street MELBOURNE 3000",550,144.96146,-37.81215,"-37.81215, 144.96146"
2006,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hoyts Cinemas Limited,300-265 La Trobe Street MELBOURNE 3000,300,144.96146,-37.81215,"-37.81215, 144.96146"
2006,87,108565,108565,312-318 Russell Street MELBOURNE 3000,Melbourne (CBD),Hyde,312 Russell Street MELBOURNE 3000,269,144.9655,-37.81096,"-37.81096, 144.9655"
2006,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Mac's Hotel,34-38 Franklin Street MELBOURNE 3000,125,144.96031,-37.80916,"-37.80916, 144.96031"
2006,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,Clare Castle Hotel,415-421 Rathdowne Street CARLTON 3053,50,144.96911,-37.79816,"-37.79816, 144.96911"
2006,247,106239,106239,186-190 Lygon Street CARLTON 3053,Carlton,Hotel Milan,186-190 Lygon Street CARLTON 3053,540,144.96561,-37.80428,"-37.80428, 144.96561"
2006,255,101593,101593,91-95 Cardigan Street CARLTON 3053,Carlton,Hotel Lincoln,91 Cardigan Street CARLTON 3053,50,144.96319,-37.80612,"-37.80612, 144.96319"
2006,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,University House,"Building 112, Gnd & Flr1 , 156-292 Grattan Street PARKVILLE 3010",611,144.95991,-37.79839,"-37.79839, 144.95991"
2006,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,INU Bar & Restuarant,"Part Level 3, 156-292 Grattan Street PARKVILLE 3010",200,144.95991,-37.79839,"-37.79839, 144.95991"
2006,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,220,144.94748,-37.80576,"-37.80576, 144.94748"
2006,358,109829,109829,312-316 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Victoria Hotel,312-316 Victoria Street NORTH MELBOURNE 3051,130,144.95439,-37.80727,"-37.80727, 144.95439"
2006,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Public Bar Hotel,238 Victoria Street MELBOURNE 3000,180,144.95727,-37.80757,"-37.80757, 144.95727"
2006,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Redback Brewery Hotel,75 Flemington Road NORTH MELBOURNE 3051,650,144.95203,-37.80059,"-37.80059, 144.95203"
2006,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Loki Bar,65-67 Peel Street WEST MELBOURNE 3003,140,144.95418,-37.80831,"-37.80831, 144.95418"
2006,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Hilton,178-226 Wellington Parade EAST MELBOURNE 3002,200,144.98218,-37.81746,"-37.81746, 144.98218"
2006,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part  Brunton Avenue JOLIMONT 3002,2545,144.98184,-37.82164,"-37.82164, 144.98184"
2006,730,609329,110401,334-342 City Road SOUTHBANK 3006,Southbank,Eve Bar Lounge,334-342 City Road SOUTHBANK 3006,600,144.95604,-37.82948,"-37.82948, 144.95604"
2006,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Rok's Cafe,"Part Ground , 499 St Kilda Road MELBOURNE 3004",230,144.97776,-37.84496,"-37.84496, 144.97776"
2006,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Fidel's Bar & Lounge,"Shop 61, Basement 0, 8-0 Whiteman Street SOUTHBANK 3006",100,144.95703,-37.82479,"-37.82479, 144.95703"
2006,915,108456,108456,43-49 Royal Parade PARKVILLE 3052,Parkville,Naughtons Hotel,43-49 Royal Parade PARKVILLE 3052,120,144.95622,-37.79718,"-37.79718, 144.95622"
2006,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",500,144.94615,-37.81812,"-37.81812, 144.94615"
2007,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Clocks At Flinders Street Station,"Shop 17,  Flinders Street MELBOURNE 3000",300,144.96451,-37.82033,"-37.82033, 144.96451"
2007,6,578321,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Beer De Luxe,"Tenancy 17, 2 Swanston Street MELBOURNE 3000",355,144.96851,-37.81943,"-37.81943, 144.96851"
2007,6,578327,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Zinc at Federation Square,"Tenancy 18, 2 Swanston Street MELBOURNE 3000",1000,144.96851,-37.81943,"-37.81943, 144.96851"
2007,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),All Nations Bar,8 Flinders Street MELBOURNE 3000,100,144.95402,-37.82235,"-37.82235, 144.95402"
2007,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,324,144.95583,-37.8218,"-37.8218, 144.95583"
2007,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Lounge,"Ground , 20-24 Bond Street MELBOURNE 3000",500,144.96174,-37.81978,"-37.81978, 144.96174"
2007,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,470,144.96571,-37.81899,"-37.81899, 144.96571"
2007,17,103924,103924,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bisq Cafeteria,"Unit 1, Bmt & Gnd , 107 Flinders Lane MELBOURNE 3000",200,144.96952,-37.81724,"-37.81724, 144.96952"
2007,31,102113,102113,546-566 Collins Street MELBOURNE 3000,Melbourne (CBD),Nero Bar,"Shop 12, Ground , 546 Collins Street MELBOURNE 3000",80,144.95453,-37.81988,"-37.81988, 144.95453"
2007,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",450,144.96326,-37.81728,"-37.81728, 144.96326"
2007,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Dr Martin's Tavern,86A Collins Street MELBOURNE 3000,261,144.96927,-37.81557,"-37.81557, 144.96927"
2007,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),The Exchange Hotel,"Ground , 120 King Street MELBOURNE 3000",1240,144.95509,-37.81867,"-37.81867, 144.95509"
2007,43,101152,101152,457-471 Bourke Street MELBOURNE 3000,Melbourne (CBD),Madisons Restaurant Bar Lounge,"Part Ground , 461 Bourke Street MELBOURNE 3000",280,144.95886,-37.81713,"-37.81713, 144.95886"
2007,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Hairy Canary,212 Little Collins Street MELBOURNE 3000,50,144.96583,-37.81554,"-37.81554, 144.96583"
2007,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,10 Little Collins Street MELBOURNE 3000,150,144.96627,-37.81555,"-37.81555, 144.96627"
2007,48,103626,103626,114-122 Exhibition Street MELBOURNE 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE 3000,550,144.96988,-37.8145,"-37.8145, 144.96988"
2007,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop 23,"Ground , 19-23 Meyers Place MELBOURNE 3000",150,144.97079,-37.81379,"-37.81379, 144.97079"
2007,53,110145,110145,170-176 William Street MELBOURNE 3000,Melbourne (CBD),Chris's Daily Grind,170 William Street MELBOURNE 3000,50,144.9569,-37.81656,"-37.81656, 144.9569"
2007,54,105852,105852,401-405 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),The Apartment Restaurant Club Lounge,"LwrGround , 405 Little Bourke Street MELBOURNE 3000",250,144.95972,-37.81567,"-37.81567, 144.95972"
2007,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Juliet's Champagne Bar,338-352 Bourke Street MELBOURNE 3000,60,144.96197,-37.81524,"-37.81524, 144.96197"
2007,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Hollywood Karaoke Bar,"Level 1, 184-186 Bourke Street MELBOURNE 3000",204,144.96637,-37.81431,"-37.81431, 144.96637"
2007,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Rydges Melbourne Hotel,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",100,144.96932,-37.81287,"-37.81287, 144.96932"
2007,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar,21 Liverpool Street MELBOURNE 3000,50,144.96995,-37.81282,"-37.81282, 144.96995"
2007,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cheers On Little Bourke Street,19 Little Bourke Street MELBOURNE 3000,350,144.97067,-37.81238,"-37.81238, 144.97067"
2007,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE 3000,675,144.95318,-37.81654,"-37.81654, 144.95318"
2007,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),Great Western Hotel,204-208 King Street MELBOURNE 3000,390,144.95417,-37.81685,"-37.81685, 144.95417"
2007,64,104659,104659,67-73 Hardware Lane MELBOURNE 3000,Melbourne (CBD),The Mill,"Gnd & Bmt , 71-73 Hardware Lane MELBOURNE 3000",119,144.95959,-37.81487,"-37.81487, 144.95959"
2007,64,104659,104659,67-73 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Charlie's Bar,"Basement 0, 67 Hardware Lane MELBOURNE 3000",143,144.95959,-37.81487,"-37.81487, 144.95959"
2007,65,105875,105875,318-322 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Penny Blue,2-322 Little Bourke Street MELBOURNE 3000,50,144.96181,-37.81456,"-37.81456, 144.96181"
2007,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Rooftop Bar,"Unit , Level 7, 252-258 Swanston Street MELBOURNE 3000",200,144.96396,-37.81363,"-37.81363, 144.96396"
2007,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cookie,"Unit , Level 1, 252 Swanston Street MELBOURNE 3000",300,144.96396,-37.81363,"-37.81363, 144.96396"
